Organization Name,Organization Name URL,Actively Hiring,Founded Date,Founded Date Precision,Number of Employees,Full Description,Industries,Headquarters Location,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Description,CB Rank (Company),Last Funding Date,Funding Status,Number of Funding Rounds,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD)
Soulcast,https://www.crunchbase.com/organization/soulcast,,2021-01-01,year,,Soulcast is a 3D NFT startup that supports gamified customization of 3D NFTs. The company collects and customizes Metaverse objects from a curated group of 2D/3D artists and designers.,"Cryptocurrency, Software",,,,,Soulcast is a 3D NFT startup that supports gamified customization of 3D NFTs.,"594,241",,,,,,,
Bitus Labs,https://www.crunchbase.com/organization/bitus-labs,,2021-01-01,year,1-10,"Bitus Labs provides blockchain technology consultation, private blockchain networks, dApps development, NFT marketplace development, smart contract development, blockchain wallet development, asset tokenization platforms, metaverse development, decentralized exchange, UI/UX and technical design, blockchain development, and maintenance services.","Apps, Blockchain, Consulting","Irvine, California, United States",,,,Bitus Labs is a blockchain development company that offers private blockchain networks and dApps development services.,"595,154",,,,,,,
Finute,https://www.crunchbase.com/organization/finute,,2020-01-01,year,11-50,Finute is an award-winning metaverse company that develops immersive virtual experiences.,"Gamification, Internet","Singapore, Central Region, Singapore",,,,Finute is an award-winning metaverse company that develops immersive virtual experiences.,"595,697",,,,,,,
Oly Sport,https://www.crunchbase.com/organization/oly-sport,,2021-10-01,day,11-50,"Oly Sport is a metaverse that centers around play-to-earn horse racing. Our ecosystem consists of NFT horses, horse farms, racecourses, baking systems, and lands - all powered with blockchain and VR technology. Our goal is to allow players to race to earn for a living, to build a thriving virtual economy, and to remove barriers to land ownership.","Blockchain, Cryptocurrency, eSports",,,,,"Oly Sport is an NFT horse-racing esport game, aims to build an economy within the game, with virtual land backed by real estate.","596,071",,,,,,,
NRverse,https://www.crunchbase.com/organization/nrverse,,2022-01-01,year,1-10,NRverse offers decarbonization services via energy attribute certificates.NRverse introduces renewable energies into the metaverse to improve web3 sustainability.,"Blockchain, Web Development","Berlin, Berlin, Germany",,,,NRverse offers decarbonization services via energy attribute certificates.,"597,481",2022-02-01,Seed,1,Pre-Seed,,,
Uncommon,https://www.crunchbase.com/organization/uncommon-d9f9,,2021-10-01,month,1-10,,Video Games,,,,,Reinventing social games for the Metaverse,"603,576",,,,,,,
PixelAnt Games,https://www.crunchbase.com/organization/pixelant-games,,2020-01-01,year,51-100,"Together with the Sumo Group, we build ground-breaking games and content for some of the world’s biggest publishers including Microsoft, Sony, Apple and Sega. The projects we work on are amongst the biggest and most recognized AAA and AA+ titles, mostly based on Unreal Engine and range across multiple platforms and genres. And we're working on our first own IP!","Console Games, Gaming, PC Games, Video Games","Wroclaw, Dolnoslaskie, Poland",,,,PixelAnt Games is on the quest to bring fun back into GameDev!,"606,603",,M&A,,,,,
Signet,https://www.crunchbase.com/organization/signet-a8bd,,2020-08-20,day,11-50,"Signet with direct NFC connection immediately checks product authenticity and integrity. Instant interaction with the product grants access to its history, characteristics, and sustainability certifications. Faster and safer than any solution based on QR code or image recognition.  (1) Proof of Authenticity in seconds with Smart NFT  (2) Sell your Merchandise on Stores and Metaverse  (3) Connect with the Community faster and Increase Customer Engagement","Blockchain, Enterprise Software, NFC","Pune, Maharashtra, India",,,,The blockchain solution to ensure authenticity and increase customer engagement.,"609,248",,,,,,,
Neurala AI,https://www.crunchbase.com/organization/neurala-ai,,2022-01-01,year,11-50,"Neurala AI provides blockchain technologies as well as neural networks. They concentrate on machine consciousness, computing systems, deep learning and neural networks, blockchain, and metaverse.","Artificial Intelligence, Blockchain, Information Technology","Coimbatore, Tamil Nadu, India",,,,Neurala AI provides blockchain and neural network technologies.,"616,323",,,,,,,
Moonia,https://www.crunchbase.com/organization/moonia,,2022-01-01,year,1-10,"Moonia is a laboratory for the creation and development of NFT blockchain and metaverso. A team of experts in the technology, tax, legal and creative sectors to guide them in the blockchain and crypto world. They share knowledge and experience to offer them effective strategies, they support them from the creation to the marketing of their NFT. They create new strategies for the metaverse market. They analyze new business perspectives, identify the points of contact with the blockchain world, and develop an action plan for the creation, promotion, and management of corporate NFTs.","Blockchain, Consulting, Information Technology","Rimini, Emilia-Romagna, Italy",,,,Moonia is an information technology company that creates and trades NFT tailored to the business.,"618,437",,,,,,,
Qubi,https://www.crunchbase.com/organization/qubi-3e32,,2021-01-01,year,,"Qubi provides mobile payment solutions driving digital loyalty in the metaverse. It was founded in 2021 and is based in New York, New York.","FinTech, Mobile Payments, Payments","New York, New York, United States",,,,Qubi provides mobile payment solutions driving digital loyalty in the metaverse.,"620,074",,,,,,,
MetaCollege,https://www.crunchbase.com/organization/xiangcheng-technology,,2022-01-01,year,51-100,,"Digital Media, Virtual Reality","Shijingshan, Beijing, China",,,,MetaCollege is a Metaverse virtual campus service provider.,"621,841",2022-07-21,Seed,1,Seed,,,
Jabs NFT LLC,https://www.crunchbase.com/organization/jabs-nft-llc,,2022-02-01,day,,"Jabs NFT LLC was founded on February 1, 2022, in Orlando, Florida, United States. This is an online gaming company that announces the first NFT-Based Boxing Community and play-to-earn game in the metaverse. Within a few times of launching, Jabs NFT was able to catch the intention of gammers from over the world. Jabs NFT LLC is launched by the University of Central Florida’s three students Jordan Polish, Christian Megahee, Nicholas Lakso based in Orlando, Florida. Being sports lovers, the three had a great passion for sports but their luck could not help them in their athletic careers. Later they turned to the NFT world to pursue their passions and gained massive success.","Gambling, Gaming","Orlando, Florida, United States",,,,Online gaming company that announces the first NFT-Based Boxing Community and play-to-earn game in the metaverse,"624,459",,,,,,,
MeetsMeta,https://www.crunchbase.com/organization/meetsmeta,,2022-01-01,year,1-10,"MeetsMeta is a social networking metaverse that features P2E games, luxury real estate, and much more.","Blockchain, Cryptocurrency, Video Games","Dubai, Dubai, United Arab Emirates",,,,"MeetsMeta is a social networking metaverse that features P2E games, luxury real estate, and much more.","631,650",,,,,,,
Buoy Studio,https://www.crunchbase.com/organization/buoy-studio,,2021-01-01,year,1-10,"Buoy Studio is an entertainment platform that creates experiences for web3, spatial, interactive, games, and the Metaverse for artists. The platform is using creative technology to tell new stories and create experiences focused on design, human behavior, joy, awe, and wonder. Buoy Studio was founded in 2021 and is based in Los Angeles, California.","Media and Entertainment, Real Time, Software","Los Angeles, California, United States",,,,"Buoy Studio is an entertainment platform that creates experiences for web3, spatial, interactive, games, and the Metaverse for artists.","634,186",,,,,,,
Metaflix Studios,https://www.crunchbase.com/organization/metaflix-studios,,2020-08-13,day,11-50,"Metaflix is razor sharp patented AI technology that gives Metaflix users access to a global database of entertainment and the ability to earn tokens + rewards while enjoying the content they already love.  From motion pictures, television, music videos, live and pre-recorded broadcasts including: sports, concerts, podcasts, gaming, books, art galas, events, and more. All of it is on demand 24 hours a day 7 days a week, neatly deployed from the Metaflix app or the Metaverse of your choice.  Our cutting-edge patented AI technology encodes the metadata instantly into each frame, making every aspect of the Metaflix user experience immersible, monetizable, and shoppable.","3D Technology, Artificial Intelligence, Cryptocurrency, Media and Entertainment",,,,,Token based entertainment for the metaverse.,"635,037",,,,,,,
